Original Text,Translation,Paraphrase 1,Paraphrase 2
"Robot Telescopes Comb the Skies RoboNet-1.0, an automatically controlled series of telescopes, has two prime directives: search the heavens for the next big flash and spot an Earth-like planet that could hold intelligent life. By Lakshmi Sandhana.","Telescopios Robotizados Peinan los Cielos RoboNet-1.0, una serie de telescopios controlados automáticamente, tiene dos directivas principales: buscar en los cielos la próxima gran explosión y localizar un planeta similar a la Tierra que podría albergar vida inteligente. Por Lakshmi Sandhana.","1. Authored by Lakshmi Sandhana: RoboNet-1.0, a system of automated telescopes, has two main objectives: to scan celestial spaces for the next significant flash and identify any Earth-similar planets which could potentially habour intelligent life forms. ",2. Lakshmi Sandhana reports that the robotically controlled network of telescopes known as RoboNet-1.0 is primarily tasked with two missions: to discover the impending massive cosmic flash and to detect planets similar to Earth that could be habitats for intelligent life.
"Nintendo DS Launches in the US 300-plus people lineup at the EB Games in Universal City. And then the PictoChatting begins. November 21, 2004 - Who says Nintendo doesn #39;t know how to throw a party?",Nintendo DS se lanza en los EE.UU. Más de 300 personas hacen cola en la tienda EB Games en Universal City. Y luego comienza el PictoChat. 21 de noviembre de 2004 - ¿Quién dice que Nintendo no sabe cómo organizar una fiesta?,"1. On November 21, 2004, the Nintendo DS was launched in the US. Over 300 people formed a line at Universal City's EB Games store to purchase it, and subsequently, PictoChatting kicked off. This event showed Nintendo's knack for throwing a great party.","2. The launch of Nintendo DS in the US on November 21, 2004, was quite a party! The event saw a queue of over 300 people at the EB Games store in Universal City, proving Nintendo's event organizing prowess. Post launch, the attendees dived into the fun of PictoChatting."
"Rose wields the axe as M amp;S slide continues Marks  amp; Spencer chief executive Stuart Rose yesterday took hands-on control of the underperforming retailer, announcing the departure of four main board directors and two other senior executives.","Rose maneja el hacha mientras continúa el deslizamiento de M&S: el director ejecutivo de Marks & Spencer, Stuart Rose, tomó ayer el control directo del minorista con bajo rendimiento, anunciando la salida de cuatro directores principales de la junta y dos otros altos ejecutivos.","1. Stuart Rose, the chief executive of Marks & Spencer, stepped in to take direct control of the struggling retailer yesterday. He announced the exit of four main board directors and two senior executives, reflecting the continuing downfall of M&S.","2. The chief executive of Marks & Spencer, Stuart Rose, began actively managing the poorly-performing retailer directly yesterday, and signaled the leave of four major board directors along with two other high-ranking executives, while M&S's decline continues."
"Apple deepens Sony #39;s woes as iPod takes off Juliana Sasaki did not bother checking out Sony Corp #39;s digital music player in Tokyo before buying her green iPod mini.  quot;I knew Sony and other companies had MP3 players, but ","Apple agrava los problemas de Sony mientras el iPod despega. Juliana Sasaki no se molestó en revisar el reproductor de música digital de Sony Corp en Tokio antes de comprar su iPod mini verde. ""Sabía que Sony y otras empresas tenían reproductores de MP3, pero","1) Juliana Sasaki, before purchasing her green iPod mini, ignored Sony Corp's digital music player in Tokyo. ""I was aware Sony and other firms produce MP3 players, but"" - this further escalated Sony's troubles as Apple's iPod garnered popularity.","2) As Apple's iPod begins to soar, it further exacerbates Sony's problems. Sony Corp's digital music player in Tokyo wasn't even considered by Juliana Sasaki before she bought her green iPod mini. ""Yes, I knew about Sony and other company's MP3 players, but..."""
PeopleSoft keeps up fight PeopleSoft said Thursday that it would begin meeting with investors to lobby for their rejection of Oracle #39;s hostile \$8.8 billion acquisition offer.,PeopleSoft sigue luchando. PeopleSoft dijo el jueves que comenzaría a reunirse con los inversores para hacer campaña por su rechazo a la hostil oferta de adquisición de \$8.8 mil millones de Oracle.,"1. On Thursday, PeopleSoft announced its intention to start discussions with its investors, seeking their refusal of Oracle's unsolicited acquisition offer worth $8.8 billion.",2. PeopleSoft declared on Thursday that they will initiate conversations with shareholders to persuade them to reject Oracle's aggressive bid of $8.8 billion.
"J.P. Morgan Cancels IBM Outsourcing Deal  WASHINGTON (Reuters) - J.P. Morgan Chase   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JPM.N target=/stocks/quickinfo/fullquote""&gt;JPM.N&lt;/A&gt; said  on Wednesday it was canceling a \$5 billion outsourcing deal  with IBM Corp., &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBM.N target=/stocks/quickinfo/fullquote""&gt;IBM.N&lt;/A&gt; and planned to rehire about 4,000  workers who had been transferred to IBM under the pact.","J.P. Morgan Cancela Acuerdo de Subcontratación con IBM  WASHINGTON (Reuters) - J.P. Morgan Chase   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JPM.N target=/stocks/quickinfo/fullquote""&gt;JPM.N&lt;/A&gt; anunció el miércoles que estaba cancelando un acuerdo de subcontratación de \$5 mil millones con IBM Corp., &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBM.N target=/stocks/quickinfo/fullquote""&gt;IBM.N&lt;/A&gt; y planeaba recontratar a cerca de 4,000 trabajadores que habían sido transferidos a IBM bajo el pacto.","1. WASHINGTON (Reuters) - On Wednesday, J.P. Morgan Chase Co. announced the cancellation of a $5 billion outsourcing agreement with IBM Corp. The firm also intends to employ again about 4,000 workers who were previously transferred to IBM as part of the deal.","2. WASHINGTON (Reuters) - A $5 billion outsourcing contract with IBM Corp. was annulled by J.P. Morgan Chase Co. on Wednesday. The company also detailed plans to reintegrate about 4,000 employees who had moved to IBM under the agreement."
"Man wanted for violent home invasion in U.S. arrested outside Toronto (Canadian Press) Canadian Press - TORONTO (CP) - A man wanted for allegedly tying up three adults and setting fire to their car in Washington state was scheduled to appear in a Toronto court Tuesday after Canadian officials found him hiding in a Newmarket, Ont., home.","Hombre buscado por violenta invasión a hogar en EE.UU. es arrestado a las afueras de Toronto (Prensa Canadiense) Prensa Canadiense - TORONTO (CP) - Un hombre buscado por presuntamente atar a tres adultos y prender fuego a su coche en el estado de Washington estaba programado para comparecer en un tribunal de Toronto el martes después de que funcionarios canadienses lo encontraron escondido en una casa en Newmarket, Ont.","1. The Canadian Press reports - In Newmarket, Ont., Toronto, officials discovered a man who was sought-after for a violent domestic break-in that occurred in the U.S. In Washington state, he allegedly restrained three individuals and ignited their vehicle. He is set to appear in a Toronto court this Tuesday.","2. As reported by the Canadian Press - A fugitive, who was on the run for a violent home intrusion in the U.S., has been apprehended in a dwelling in Newmarket, Ont., Toronto. The man was accused of binding three people and setting their car on fire back in Washington state. His hearing is scheduled for Tuesday in a Toronto courtroom."
"Israel Charges Iran Replaces Saddam as Terror Exporter Israel charged on Thursday that Iran had replaced Saddam Hussein as the world #39;s primary exporter of  quot;terror, hate and instability.","Israel Acusa a Irán de Reemplazar a Saddam como Exportador de Terror. Israel acusó el jueves que Irán había reemplazado a Saddam Hussein como el principal exportador mundial de ""terror, odio e inestabilidad"".","1. On Thursday, Israel alleged that Iran has stepped into the shoes of Saddam Hussein as the main source of ""terror, hate, and instability"" globally. ","2. Israel accused Iran on Thursday of filling the role once occupied by Saddam Hussein as the leading global supplier of ""terror, hate, and instability."""
Rocky way ahead of Karzai to implement ambitious agenda Though the Afghanistan #39;s new head of the state Hamid Karzai easily swept the Oct. 9 presidential elections and took oath as first-elected national leader Tuesday ,"Camino rocoso por delante de Karzai para implementar agenda ambiciosa Aunque el nuevo jefe de estado de Afganistán, Hamid Karzai, ganó fácilmente las elecciones presidenciales del 9 de octubre y prestó juramento como el primer líder nacional elegido el martes","1. Hamid Karzai, the new head of state in Afghanistan, who convincingly won the presidential elections on Oct. 9 and was inaugurated as the nation's first-elected leader on Tuesday, faces a challenging path ahead to achieve his ambitious objectives despite his victory over Rocky. ","2. Despite a decisive victory over Rocky in the October 9th presidential elections and his subsequent swearing-in as the first elected national leader on Tuesday, Hamid Karzai, Afghanistan's new state head, has a steep journey ahead in realizing his bold plans."
"Board Defeats Bid to Unionize Wal-Mart Wal-Mart Canada Corp. declared victory Wednesday in its defense against unionization at a store in British Columbia. The Canadian branch of the world #39;s largest retailer, Wal-Mart Stores Inc.","Junta Derrota Propuesta para Sindicalizar Wal-Mart. Wal-Mart Canada Corp. declaró victoria el miércoles en su defensa contra la sindicalización en una tienda en Columbia Británica. La rama canadiense del mayor minorista del mundo, Wal-Mart Stores Inc.","1. ""Wal-Mart Canada Corp. Successfully Resists Unionization Attempt in British Columbia Store""",Wal-Mart Stores Inc.'s Canadian branch proudly announced their win on Wednesday against an attempt to unionize a store in British Columbia.
DOD Chooses Linux Clusters Linux Networx has announced that two Department of Defense centers will be using Linux cluster supercomputers from the company to conduct battlefield simulations. The clusters are part of an initiative to modernize the DOD #39;s ...,DOD elige Clusters de Linux Linux Networx ha anunciado que dos centros del Departamento de Defensa estarán utilizando supercomputadoras en clusters de Linux de la compañía para realizar simulaciones de campo de batalla. Los clusters son parte de una iniciativa para modernizar el DOD #39...,1. Linux Networx has declared that their Linux cluster supercomputers will be utilized by two Department of Defense centers to execute battlefield simulations. These clusters form an integral part of the initiative to update the Department of Defense's systems.,"2. The company, Linux Networx, has reported that the Department of Defense has chosen to use their Linux cluster supercomputers for battlefield simulation in two of its centers. This is part of a broader effort to modernize the Department of Defense's system."
"SBC, Microsoft in \$400 million deal SAN ANTONIO -- SBC Communications Inc., the second-largest local phone company in the United States, said Wednesday it signed a 10-year, \$400 million agreement with Microsoft Corp.","SBC, Microsoft en un acuerdo de \$400 millones SAN ANTONIO -- SBC Communications Inc., la segunda compañía de teléfonos locales más grande en los Estados Unidos, dijo el miércoles que firmó un acuerdo de 10 años y \$400 millones con Microsoft Corp.","1. SAN ANTONIO -- Announcing a 10-year deal worth $400 million with Microsoft Corp., SBC Communications Inc., the United States' second-largest local phone company, confirmed the agreement on Wednesday.","2. On Wednesday, SBC Communications Inc, the number two local phone company in the USA, announced they have entered into a 10-year contract with Microsoft Corp, valuated at $400 million."
"Nagging Questions Dog Georgia Opener (AP) AP - Beginning a season of high expectations, the Georgia Bulldogs still have a few questions to answer.","Preguntas Insistentes Acechan el Inicio de Georgia (AP) AP - Al iniciar una temporada de altas expectativas, los Bulldogs de Georgia todavía tienen algunas preguntas por responder.","1. As the Georgia Bulldogs kickstart a season brimming with high hopes, several queries remain unresolved. (AP)","2. The Georgia Bulldogs, anticipating a promising season, are still left with several uncertainties to address. (AP)"
"Owners are likely to vote no During a negotiating session today in Toronto, NHL owners are expected to turn thumbs-down on last week #39;s proposal from the NHL Players Association.","Es probable que los propietarios voten en contra. Durante una sesión de negociación hoy en Toronto, se espera que los propietarios de la NHL rechacen la propuesta de la semana pasada de la Asociación de Jugadores de la NHL.","1. During a negotiation meeting in Toronto today, it is anticipated that the NHL owners will reject the proposal submitted by the NHL Players Association last week.",  
"Applebee's Sees Room for More Outlets  LOS ANGELES (Reuters) - Restaurant chain Applebee's  International Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=APPB.O target=/stocks/quickinfo/fullquote""&gt;APPB.O&lt;/A&gt; on Thursday said there was room for  at least 3,000 of its namesake restaurants in the United  States, nearly double the existing number.","Applebee's Ve Espacio para Más Locales LOS ÁNGELES (Reuters) - La cadena de restaurantes Applebee's International Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=APPB.O target=/stocks/quickinfo/fullquote""&gt;APPB.O&lt;/A&gt; dijo el jueves que había espacio para al menos 3,000 de sus restaurantes homónimos en los Estados Unidos, casi el doble del número actual.","1. LOS ANGLES (Reuters) - Applebee's International Inc. claimed on Thursday that the potential exists for expanding its restaurants in the United States to at least 3,000, almost twofold the current quantity. ","2. Los Angeles (Reuters) - According to a statement on Thursday by restaurant corporation Applebee's International Inc., there's sufficient scope to almost double their current number of outlets, reaching a total of at least 3,000 restaurants across the United States."
RIM Introduces Breakthrough Keyboard Technology for Smaller &lt;b&gt;...&lt;/b&gt; The new keyboard technology from Research In Motion has garnered early praise for its ingenuity and effectiveness. The BlackBerry 7100(TM) Series handsets are the first wireless devices with ,RIM presenta tecnología de teclado innovadora para dispositivos más pequeños &lt;b&gt;...&lt;/b&gt; La nueva tecnología de teclado de Research In Motion ha recibido elogios tempranos por su ingenio y efectividad. Los teléfonos de la serie BlackBerry 7100 (TM) son los primeros dispositivos inalámbricos con,"1. Research In Motion (RIM) has launched a revolutionary keyboard technology for smaller devices, specifically the BlackBerry 7100(TM) Series handsets, which have received an impressive initial reaction for their inventive and efficient design.","2. A new keyboard technology, lauded for its cleverness and efficiency, has been unveiled by Research In Motion (RIM) and has been introduced for smaller devices, starting with the BlackBerry 7100(TM) Series handsets."
"Birding Column: ""Blind"" Views of Quail and Jays Birder Mathew Tekulsky reveals the effectiveness of a concealed location for viewing birds, as he describes the behavior of quail and jays in his yard.","Columna de Observación de Aves: Visiones ""a ciegas"" de Codornices y Urracas. El observador de aves Mathew Tekulsky revela la efectividad de una ubicación oculta para observar aves, mientras describe el comportamiento de las codornices y las urracas en su jardín.","1. Birding Column: Mathew Tekulsky, a seasoned birder, enlightens bird lovers about the efficacy of a hidden spot for observing quail and jays in his backyard.",  
"Italy summons Libyan ambassador to discuss latest illegal migrants ROME - Almost 1,000 illegal immigrants have arrived at a southern Italian island over the weekend. Most are believed to be from North Africa.","Italia convoca al embajador Libio para discutir sobre los últimos migrantes ilegales ROMA - Casi 1,000 inmigrantes ilegales han llegado a una isla del sur de Italia durante el fin de semana. Se cree que la mayoría provienen de África del Norte.","1. ROME - Approximately 1,000 illegal immigrants, believed to be predominantly from North Africa, have reached a southern Italian island over the weekend. As a response, Italy has called in the Libyan ambassador for a discussion regarding the latest influx of migrants.","2. Following the arrival of nearly 1,000 illegal immigrants - mostly from North Africa - on a southern Italian island over the weekend, the Libyan ambassador has been summoned by Italy for talks about the recent surge in migrants. ROME reports."
"Knicks swat Hornets 86-79 Stephon Marbury had 22 points and nine assists to help the New York Knicks end a three-game losing streak with an 86-79 victory over New Orleans on Wednesday night, dropping the Hornets to 0-9 at home.","Los Knicks golpean a los Hornets 86-79. Stephon Marbury tuvo 22 puntos y nueve asistencias para ayudar a los New York Knicks a poner fin a una racha de tres derrotas consecutivas con una victoria de 86-79 sobre New Orleans el miércoles por la noche, dejando a los Hornets con 0-9 en casa.","1. The New York Knicks triumphed over the New Orleans Hornets with a victory of 86-79, thanks to Stephon Marbury's contribution of 22 points and nine assists. This feat put an end to Knicks' three-game losing streak and further deepened the Hornets' home loss record to 0-9 on Wednesday night.","2. On Wednesday night, Stephon Marbury reinforced a victory for the New York Knicks with 22 points and nine assists, closing their three-game loss series with an 86-79 win over the New Orleans Hornets. This only amplified the Hornets' home disadvantage, rendering them 0-9."
"Peru's Shining Path Leaders to Face Trial Peru plans to hold a new trial next month before a civilian court for imprisoned Shining Path founder Abimael Guzman and 17 other top leaders of the Maoist insurgency, court officials said Monday.","Líderes del Sendero Luminoso de Perú enfrentarán juicio. Perú planea llevar a cabo un nuevo juicio el próximo mes ante un tribunal civil para el fundador encarcelado del Sendero Luminoso, Abimael Guzmán, y otros 17 líderes principales de la insurgencia maoísta, dijeron funcionarios de la corte el lunes.","1. Abimael Guzman, the founder of Shining Path, along with 17 other paramount leaders of the Maoist insurgency, are scheduled to be tried in a Peruvian civilian court next month, according to court officials who reported this on Monday.",  
Video May Show Deaths of Nepalese Hostages Description: Video is posted on a website that could show the execution in Iraq of 12 hostages from Nepal. The hostages came to Iraq to work as cooks and cleaners for a Jordanian firm.,El video podría mostrar las muertes de rehenes nepalíes Descripción: Se publica un video en un sitio web que podría mostrar la ejecución en Irak de 12 rehenes de Nepal. Los rehenes llegaron a Irak para trabajar como cocineros y limpiadores para una empresa jordana.,"1. A video posted on a website might depict the execution of 12 Nepalese hostages in Iraq, who were employed as cooks and cleaners by a Jordanian company.","2. The execution of 12 Nepalese hostages in Iraq, who were serving as cooks and cleaners for a Jordanian firm, may have been captured and shared in a video on a website."
"Long-Distance Sports Thanks to new high-tech gear, opponents in golf and racket sports can be across town - or across the country.","Deportes de Larga Distancia Gracias a los nuevos equipos de alta tecnología, los oponentes en golf y deportes de raqueta pueden estar al otro lado de la ciudad, o al otro lado del país.","1. With the aid of advanced gadgets, competitors in golf and racket games can compete from differing locations - they could be anywhere in the city or even across the nation.",  
Hurricane Blows Dolphins vs. Titans to Saturday The Miami Dolphins' opening game against the Tennessee Titans will be played Saturday instead of Sunday because of approaching Hurricane Ivan.,El Huracán Obliga a Postergar el Partido de Delfines vs. Titanes al Sábado. El primer partido de los Delfines de Miami contra los Titanes de Tennessee se jugará el sábado en lugar del domingo debido a la aproximación del Huracán Iván.,"1. Due to the imminent arrival of Hurricane Ivan, the inaugural game between the Miami Dolphins and the Tennessee Titans has been rescheduled to Saturday from Sunday.","2. The initial match between the Miami Dolphins and the Tennessee Titans, originally scheduled for Sunday, has been moved to Saturday on account of the incoming Hurricane Ivan."
MSN and Yahoos Overture Extend Paid Search Relationship MSN and Yahoo's Overture Extend Paid Search Relationship\\Yahoo's Overture is going to continue to serve ads on MSN Search for the next 18 months. Overture today announced that they have extended its sponsored search distribution relationship with Microsoft Corp. in the United States and internationally through June 2006.\\Under the terms ...,"MSN y la Overture de Yahoo Extienden la Relación de Búsqueda Pagada
MSN y la Overture de Yahoo Extienden la Relación de Búsqueda Pagada \\ La Overture de Yahoo va a continuar sirviendo anuncios en MSN Search durante los próximos 18 meses. Overture anunció hoy que han extendido su relación de distribución de búsqueda patrocinada con Microsoft Corp. en los Estados Unidos e internacionalmente hasta junio de 2006. \\ Según los términos ...","1. MSN and Yahoo's Overture have decided to continue their paid search relationship, ensuring that Overture will continue providing ad services on MSN Search for an additional 18 months. The extension of the sponsored search distribution relationship, both in the United States and internationally, was officially announced by Overture and this will be the case until June 2006.","2. Through an extension, MSN and Yahoo's Overture have decided to sustain their paid search relationship. This means Overture will continue to be the ad service provider for MSN Search for the forthcoming 18 months. The extension of this sponsored search distribution relationship was announced by Overture, outlining that this arrangement stands valid until June 2006, both within the United States and internationally."
"Pay for Sun's Schwartz jumps 56 percent Sun Microsystems' new president pulls in \$677,000 in fiscal 2004, as the company tries to return to prosperity.","El salario de Schwartz de Sun aumenta un 56 por ciento. El nuevo presidente de Sun Microsystems recibe \$677,000 en el año fiscal 2004, mientras la compañía intenta volver a la prosperidad.","1. Sun Microsystems' new president earns $677,000 in fiscal 2004, a 56 percent increase from the previous period, as the company aims to regain its prosperity.",   
"Federer seeks grand finale to season For Roger Federer, simple equates to sanity. Simple is his stated game plan. He has put a box around his life, and only the important things are allowed in.","Federer busca el gran final de la temporada. Para Roger Federer, lo sencillo equivale a cordura. Lo sencillo es su plan de juego declarado. Ha puesto un límite a su vida, y solo las cosas importantes están permitidas.","1) Roger Federer is in pursuit of a grand season finale. For him, simplicity equates to sanity. He keeps his game plan simple as stated. He has set boundaries around his life, with only space for what truly matters. ","2. Striving for a grand end to the season, for Federer, equates to striving for simplicity, a factor he believes is key to sanity. His game plan, modest by his own admission, is a reflection of his life, which is cordoned off to entertain only what's important."
T-Mobile Flashes Flarion Trial Wireless carrier T-Mobile International AG today confirmed it is carrying out trials of Flarion Technologies Flash OFDM equipment in European air space.,El operador de telefonía móvil T-Mobile International AG confirmó hoy que está realizando pruebas con el equipo Flash OFDM de Flarion Technologies en el espacio aéreo europeo.,"1. T-Mobile International AG, a wireless carrier, declared today that it is testing Flarion Technologies Flash OFDM equipment in European air space.","2. Today, wireless carrier T-Mobile International AG disclosed that they are conducting tests with Flarion Technologies Flash OFDM equipment in Europe's airspace."
Jeter catches first Gold Glove Derek Jeter #39;s diving grab against the Red Sox in July caught the attention of all of baseball and perhaps earned him his first American League Gold Glove.,Jeter atrapa su primer Guante de Oro. La atrapada en buceo de Derek Jeter contra los Red Sox en julio captó la atención de todo el béisbol y quizás le valió su primer Guante de Oro de la Liga Americana.,"1. Derek Jeter's extraordinary diving grab against the Red Sox in July garnered universal attention throughout baseball, possibly securing him his first American League Gold Glove.",   
"Schuettler First Seeded Casualty in Madras  MADRAS, India (Reuters) - Germany's Rainer Schuettler  became the first seeded casualty at the \$400,000 Chennai Open  on Monday, knocked out by unfancied Frenchman Olivier Patience  in the first round.","Primera Baja Sembrada en Madras: Schuettler. MADRAS, India (Reuters) - El alemán Rainer Schuettler se convirtió en la primera baja sembrada en el Chennai Open de \$400,000 el lunes, eliminado por el francés poco apreciado Olivier Patience en la primera ronda.","1) In the first round of the $400,000 Chennai Open, German Rainer Schuettler, was the first seeded player to be eliminated, defeated by unlikely victor, Frenchman Olivier Patience.","2) Olivier Patience of France surprisingly ejected Germany's Rainer Schuettler, the first seeded player, in the first round of the Chennai Open, which has a purse of $400,000."
"Goergl ends Miller #39;s winning streak at World Cup Super-G Austrian Stephan Goergl of Austria won a World Cup Super-G race, ending American Bode Miller #39;s three-race winning streak Thurday in the Colorado Rockies.","Goergl termina la racha de victorias de Miller nº39 en la Copa del Mundo Super-G. El austríaco Stephan Goergl de Austria ganó una carrera de la Copa del Mundo Super-G, poniendo fin a la racha de tres victorias consecutivas del estadounidense Bode Miller el jueves en las Rocosas de Colorado.","1. Stephan Goergl from Austria was victorious in a World Cup Super-G race, concluding American Bode Miller's triple-race winning streak in the Colorado Rockies on Thursday.",  
"US Global's Holmes Mines Commodity Stocks  NEW YORK (Reuters) - Frank Holmes would have loved to  become a boxer, but he hung up his gloves at an early age and  took a jab at money management instead.","Las acciones de materias primas de Holmes Mines de US Global NUEVA YORK (Reuters) - A Frank Holmes le habría encantado convertirse en boxeador, pero colgó sus guantes a una edad temprana y optó por probar suerte en la gestión de dinero.","1. NEW YORK (Reuters) - Frank Holmes, having retired his boxing gloves at a young age, opted for a career in financial management, an endeavor he would have thoroughly enjoyed. This led him to be part of US Global's Holmes Mines Commodity Stocks.","2. NEW YORK (Reuters) - Aspiring to be a boxer, Frank Holmes had to abandon his dream at an early age. But he made a swift pivot into the world of money management, ultimately leading him to US Global's Holmes Mines Commodity Stocks."
"Fresh violence erupts in Haiti PORT-AU-PRINCE, Haiti - Violence erupted again today in Port-au-Prince and the decapitated bodies of two police officers were found, the day after they were killed in a clash with protesters demanding the return of ousted president Jean-Bertrand Aristide ","Estalla nueva violencia en Haití PORT-AU-PRINCE, Haití - Hoy volvió a estallar la violencia en Port-au-Prince y se encontraron los cuerpos decapitados de dos agentes de policía, un día después de que fueran asesinados en un enfrentamiento con manifestantes que exigían el regreso del presidente derrocado Jean-Bertrand Aristide.","1. In Port-au-Prince, Haiti, there's a resurgence of violence today during which the beheaded remains of two police officers were discovered, a day post their demise in a conflict with protestors calling for the reinstatement of deposed president Jean-Bertrand Aristide.","2. Another outbreak of violence occurred today in Port-au-Prince, Haiti, and immediately following the event, two decapitated police officers were discovered, presumably killed in a previous day's confrontation with demonstrators advocating for ex-president Jean-Bertrand Aristide's return."
"Spam e-mails tempt net shoppers People continue to ignore warnings about spam and are being lured into buying goods, a report suggests.","Los correos electrónicos de spam tientan a los compradores en línea. La gente continúa ignorando las advertencias sobre el spam y están siendo seducidos para comprar bienes, sugiere un informe.","1. According to a report, despite continuous warnings about spam, individuals are still being enticed by spam emails to purchase products online. ",   
"India says U.S. lifts nuclear, space export curbs (Reuters) Reuters - India said on Saturday the United States had lifted export restrictions on equipment for India's commercial space programme and nuclear power facilities, opening the way for greater cooperation in the two sectors.","India dice que EE.UU. levanta las restricciones de exportación nuclear y espacial (Reuters) Reuters - India dijo el sábado que Estados Unidos había levantado las restricciones de exportación sobre equipos para el programa espacial comercial de India y las instalaciones de energía nuclear, abriendo el camino para una mayor cooperación en los dos sectores.","1. Reuters - On Saturday, India announced that the United States had removed export restrictions on tools needed for India's commercial space programme and nuclear power facilities, promoting enhanced cooperation in both domains.","2. According to a Saturday report from Reuters, India indicated that the U.S. has decided to lift export bans on equipment used for India's space-based commercial ventures and nuclear power infrastructures, paving the path for deeper collaboration in these sectors."
"US aid enters Indonesia BANDA ACEH, Indonesia -- After the devastation wreaked by the seas, a deluge from the skies deepened the misery for tsunami-stricken areas yesterday, triggering flash floods in Sri Lanka that sent evacuees fleeing and increasing the threat of deadly disease as survivors shivered in relief centers. The death toll was likely to hit 150,000.","La ayuda de EE.UU. llega a Indonesia BANDA ACEH, Indonesia -- Después de la devastación causada por los mares, un diluvio desde los cielos agravó ayer la miseria de las áreas azotadas por el tsunami, provocando inundaciones repentinas en Sri Lanka que hicieron huir a los evacuados y aumentando la amenaza de enfermedades mortales mientras los supervivientes temblaban en los centros de ayuda. Es probable que el número de muertos alcance los 150.000.","1. The misery for regions affected by the tsunami in Indonesia, BANDA ACEH, was heightened yesterday due to a influx of rains, leading to flash floods in Sri Lanka and provoking evacuations. The threat of deadly diseases was also on the rise as survivors grappled with the cold in relief centers. Amidst all these, U.S. aid began to arrive in the country. The death count was projected to reach 150,000.","2. BANDA ACEH, Indonesia received aids from the US following the severe destruction caused by a tsunami. However, the hardship of the survivors escalated following the flash floods triggered by rains in Sri Lanka which resulted in more evacuations. The chilling weather at relief centers further raised health concerns. An estimated death toll of around 150,000 was expected."
WHY DO ARSENAL PLAYERS PICK ON LAUREN? PATRICK VIEIRA insists his bust-up with Lauren will not damage Arsenal #39;s Premiership title challenge and maintains there is no dressing-room split at Highbury.,¿POR QUÉ LOS JUGADORES DEL ARSENAL SE METEN CON LAUREN? PATRICK VIEIRA insiste en que su enfrentamiento con Lauren no afectará al desafío por el título de la Premier League del Arsenal y mantiene que no hay división en el vestuario de Highbury.,"1. Patrick Vieira assures that his recent conflict with Lauren won't affect Arsenal's run for the Premiership title, and strongly believes that there isn't any division amongst players within Highbury. He questions why Arsenal players target Lauren. ",2. Patrick Vieira refutes claims of a divide in the Highbury dressing room and insists that his altercation with Lauren doesn't jeopardize Arsenal's Premiership title pursuit. He's puzzled as to why Lauren is singled out by Arsenal players.
"AstraZeneca #39;s Nexium Gets US Approval for New Use (Update1) AstraZeneca Plc, the UK #39;s second largest drugmaker, said US regulators approved its ulcer treatment Nexium for use in reducing the risk of stomach ulcers in patients taking certain painkillers ","AstraZeneca #39; Nexium obtiene aprobación de EE.UU. para Nuevo Uso (Actualización1) AstraZeneca Plc, el segundo mayor fabricante de medicamentos del Reino Unido, dijo que los reguladores estadounidenses aprobaron su tratamiento para úlceras Nexium para su uso en la reducción del riesgo de úlceras estomacales en pacientes que toman ciertos analgésicos.","1) AstraZeneca's Ulcer Medication Nexium Secures US Approval for Additional Use (Update1) - AstraZeneca Plc of UK, ranking second in pharmaceuticals, announced that US regulatory bodies have greenlit Nexium, its ulcer cure, to be used for lessening stomach ulcer risks in individuals on specific analgesics.","2) Nexium of AstraZeneca Bags US Endorsement for a Novel Application (Update1) - The United States' regulatory authorities have sanctioned a new therapeutic use for Nexium, an ulcer remedy by AstraZeneca Plc, the second biggest pharmaceutical company in the UK. This will aid in diminishing stomach ulcer probabilities in patients administering certain pain medications."
"West Indies thrashed by England JUST yesterday, it looked as though West Indies had a chance to finally win their first match in 2004 against England. How quickly that faded away! Simply put, West Indies lost the plot. England, behind on first innings, did just enough to ...","Las Indias Occidentales arrasadas por Inglaterra JUSTO ayer, parecía como si las Indias Occidentales tuvieran la oportunidad de ganar finalmente su primer partido en 2004 contra Inglaterra. ¡Qué rápido se desvaneció eso! En pocas palabras, las Indias Occidentales perdieron la trama. Inglaterra, a pesar de estar por debajo en las primeras entradas, hizo lo justo para...","1. Just yesterday, it seemed like West Indies were on the brink of securing their first victory against England in 2004. However, that possibility swiftly vanished as they were decisively defeated by England. Despite their initial lag, England managed to...","2. It appeared yesterday that the West Indies were on their way to a long-awaited win against England in 2004. Yet, that hope quickly evaporated when they were soundly beaten by England. Facing an initial deficit, England put in just the right effort to..."
